Timestamp, Time Taken To Delete(ms)
28/10/2024 11:16,1.0182
28/10/2024 11:16,0.8067
28/10/2024 11:16,0.5048
28/10/2024 11:16,0.4239
28/10/2024 11:16,0.3962
28/10/2024 11:16,0.3329
28/10/2024 11:16,0.3097
